INCIDENT_ADDRESS,BOROUGH,COMMUNITY_BOARD,POLICE_PRECINCT,CITY_COUNCIL_DISTRICT,BBL,CREATED_DATE,STATUS,RESOLUTION_ACTION,CLOSED_DATE,X_COORDINATE,Y_COORDINATE,LATITUDE,LONGITUDE,ZIP_CODE,CENSUS_TRACT,BIN,NTA,LOCATION
104 LENOX AVENUE,MANHATTAN,10 MANHATTAN,Precinct 28,09,1015990003,07/29/2021,Open,Site downloaded for cleaning,,998089,231308,40.801552,-73.950014,10026, 190  ,1051414,Central Harlem South,"(40.801552, -73.950014)"
788 CONEY ISLAND AVENUE,BROOKLYN,12 BROOKLYN,Precinct 66,40,3053930020,11/08/2021,Open,Site to be cleaned.,,992987,171820,40.638279,-73.968520,11218, 492  ,3126908,Kensington-Ocean Parkway,"(40.638279, -73.96852)"
5419/ 6 AV,BROOKLYN,Unspecified BROOKLYN,Unspecified,,,08/08/2021,Open,Property Research Required,,,,,,,,,,
1963 MCDONALD AVENUE,BROOKLYN,15 BROOKLYN,Precinct 61,44,3066580062,08/09/2021,Open,Site downloaded for cleaning,,991952,159634,40.604832,-73.972263,11223, 422  ,3397113,Homecrest,"(40.604832, -73.972263)"
139-24 HILLSIDE AVENUE,QUEENS,12 QUEENS,Precinct 103,24,4096850001,08/25/2021,Open,Site downloaded for cleaning,,1035771,195988,40.704469,-73.814179,11435, 214  ,4206925,Briarwood-Jamaica Hills,"(40.704469, -73.814179)"
48-15 32 PLACE,QUEENS,02 QUEENS,Precinct 108,26,4002580021,09/26/2021,Open,Graffiti Reported,,1002691,209070,40.740507,-73.933453,11101, 199  ,4003464,Hunters Point-Sunnyside-West Maspeth,"(40.740507, -73.933453)"
57 DELANCEY STREET,MANHATTAN,03 MANHATTAN,Precinct 5,01,1004140005,12/26/2021,Open,Site to be cleaned.,,986729,201376,40.719416,-73.991089,10002,  18  ,1005456,Chinatown,"(40.719416, -73.991089)"
53 SPRING STREET,MANHATTAN,02 MANHATTAN,Precinct 5,01,1004950043,10/04/2021,Open,Graffiti Reported,,985195,202355,40.722095,-73.996591,10012,  43  ,1007536,SoHo-TriBeCa-Civic Center-Little Italy,"(40.722095, -73.996591)"
116-51 128 STREET,QUEENS,10 QUEENS,Precinct 106,28,4116850040,09/29/2021,Open,Site downloaded for cleaning,,1036840,185846,40.676625,-73.810403,11420, 178  ,4252764,South Ozone Park,"(40.676625, -73.810403)"
38-06 JUNCTION BOULEVARD,QUEENS,03 QUEENS,Precinct 115,21,4014840046,09/30/2021,Open,Site downloaded for cleaning,,1020365,212381,40.749540,-73.869656,11368, 273  ,4036673,Jackson Heights,"(40.74954, -73.869656)"
1017 EAST NEW YORK AVENUE,BROOKLYN,09 BROOKLYN,Precinct 71,41,3014200037,09/29/2021,Open,Graffiti Reported,,1003945,181336,40.664381,-73.929009,11212, 355  ,3038316,Crown Heights South,"(40.664381, -73.929009)"
217 MOTT STREET,MANHATTAN,02 MANHATTAN,Precinct 5,01,1004940031,06/23/2021,Open,Site downloaded for cleaning,,985559,202367,40.722128,-73.995278,10012,  43  ,1066763,SoHo-TriBeCa-Civic Center-Little Italy,"(40.722128, -73.995278)"
2323 86 STREET,BROOKLYN,11 BROOKLYN,Precinct 62,47,3068580067,12/06/2021,Open,Site downloaded for cleaning,,986737,157966,40.600256,-73.991044,11214, 298  ,3185345,Bensonhurst East,"(40.600256, -73.991044)"
1301 WESTCHESTER AVENUE,BRONX,03 BRONX,Precinct 42,17,2030060001,11/24/2021,Open,Site downloaded for cleaning,,1015700,240790,40.827533,-73.886360,10459, 12101,2010896,Morrisania-Melrose,"(40.827533, -73.88636)"
1504 39 STREET,BROOKLYN,12 BROOKLYN,Precinct 66,39,3053650010,10/27/2021,Open,Site downloaded for cleaning,,989384,171616,40.637722,-73.981502,11218, 228  ,3125794,Borough Park,"(40.637722, -73.981502)"
844 41 STREET,BROOKLYN,12 BROOKLYN,Precinct 66,38,3009230026,12/08/2021,Open,Graffiti Reported,,984957,174462,40.645535,-73.997452,11232,  92  ,3018230,Sunset Park East,"(40.645535, -73.997452)"
40-28 NATIONAL STREET,QUEENS,04 QUEENS,Precinct 110,21,4019740019,09/28/2021,Open,Graffiti Reported,,1022206,212203,40.749044,-73.863013,11368, 405  ,4048540,North Corona,"(40.749044, -73.863013)"
4422/ 8 AV,BROOKLYN,Unspecified BROOKLYN,Unspecified,,,08/05/2021,Open,Property Research Required,,,,,,,,,,
226 KIMBERLY PLACE,BRONX,08 BRONX,Precinct 50,11,2057000087,06/17/2021,Open,Graffiti Reported,,1010119,259179,40.878023,-73.906455,10463, 289  ,2083135,Spuyten Duyvil-Kingsbridge,"(40.878023, -73.906455)"
36 WEST  183 STREET,BRONX,05 BRONX,Precinct 46,14,2031960058,12/28/2021,Open,Site to be cleaned.,,1010453,252185,40.858826,-73.905274,10453, 251  ,2014215,University Heights-Morris Heights,"(40.858826, -73.905274)"
1501 8 AVENUE,BROOKLYN,07 BROOKLYN,Precinct 72,39,3011050010,09/28/2021,Open,Site downloaded for cleaning,,989162,180478,40.662046,-73.982295,11215, 169  ,3026688,Windsor Terrace,"(40.662046, -73.982295)"
104-16 NORTHERN BOULEVARD,QUEENS,03 QUEENS,Precinct 115,21,4017190007,11/29/2021,Open,Graffiti Reported,,1021822,215354,40.757694,-73.864381,11368, 379  ,4042654,North Corona,"(40.757694, -73.864381)"
5008 3 AVENUE,BROOKLYN,07 BROOKLYN,Precinct 72,38,,01/06/2022,Open,Property Research Required,,980167,175203,40.647568,-74.014714,11220,  20  ,,Sunset Park West,"(40.647568, -74.014714)"
1406 RICHMOND TERRACE,STATEN ISLAND,01 STATEN ISLAND,Precinct 120,49,5001580002,06/25/2021,Open,Graffiti Reported,,952176,173117,40.641785,-74.115572,10310,  97  ,5004438,West New Brighton-New Brighton-St. George,"(40.641785, -74.115572)"
101-24 JAMAICA AVENUE,QUEENS,09 QUEENS,Precinct 102,32,4092860017,12/02/2021,Open,Graffiti Reported,,1026925,192543,40.695060,-73.846106,11418,  28  ,4194109,Richmond Hill,"(40.69506, -73.846106)"
3 EAST    3 STREET,MANHATTAN,03 MANHATTAN,Precinct 9,02,1004597504,09/20/2021,Open,Graffiti Reported,,986643,203859,40.726223,-73.991366,10003,  38  ,1006579,East Village,"(40.726223, -73.991366)"
88 ELDRIDGE STREET,MANHATTAN,03 MANHATTAN,Precinct 5,01,1003070024,12/01/2021,Open,Site downloaded for cleaning,,986350,200585,40.717236,-73.992424,10002,  16  ,1082491,Chinatown,"(40.717236, -73.992424)"
4201 7 AVENUE,BROOKLYN,07 BROOKLYN,Precinct 72,38,3009240010,07/29/2021,Open,Site downloaded for cleaning,,983881,174937,40.646839,-74.001330,11232,  92  ,3018269,Sunset Park East,"(40.646839, -74.00133)"
110 EAST  181 STREET,BRONX,05 BRONX,Precinct 46,14,2031690034,12/22/2021,Open,Site to be cleaned.,,1010922,250748,40.854880,-73.903585,10453, 241  ,2013841,Mount Hope,"(40.85488, -73.903585)"
67 CHRYSTIE STREET,MANHATTAN,03 MANHATTAN,Precinct 5,01,1003030022,12/16/2021,Open,Site to be cleaned.,,985790,200505,40.716654,-73.994629,10002,  16  ,1003913,Chinatown,"(40.716654, -73.994629)"
1652 3 AVENUE,MANHATTAN,08 MANHATTAN,Precinct 19,05,1015210034,10/06/2021,Open,Graffiti Reported,,997826,224531,40.782952,-73.950978,10128, 15801,1048353,Upper East Side-Carnegie Hill,"(40.782952, -73.950978)"
143 FIRST AVENUE,MANHATTAN,03 MANHATTAN,Precinct 9,02,1004500030,11/08/2021,Open,Graffiti Reported,,988412,204517,40.728028,-73.984984,10003,  38  ,1006380,East Village,"(40.728028, -73.984984)"
3902 FT HAMILTON AVENUE,BROOKLYN,12 BROOKLYN,Precinct 66,39,3055840034,10/28/2021,Open,Graffiti Reported,,986853,173573,40.643094,-73.990620,11218, 110  ,3135237,Sunset Park East,"(40.643094, -73.99062)"
110-20 DUNKIRK STREET,QUEENS,12 QUEENS,Precinct 113,27,4103040025,10/29/2021,Open,Site downloaded for cleaning,,1047468,194410,40.700062,-73.772007,11412, 424  ,4219735,St. Albans,"(40.700062, -73.772007)"
2379 86 STREET,BROOKLYN,11 BROOKLYN,Precinct 62,47,3068580043,01/05/2022,Open,Site to be cleaned.,,987088,157689,40.599496,-73.989780,11214, 298  ,3185323,Bensonhurst East,"(40.599496, -73.98978)"
340 LEXINGTON AVENUE,BROOKLYN,03 BROOKLYN,Precinct 79,36,3018030045,11/17/2021,Open,Graffiti Reported,,999305,190033,40.687990,-73.948138,11216, 251  ,3050620,Bedford,"(40.68799, -73.948138)"
2515 WILLIAMSBRIDGE ROAD,BRONX,11 BRONX,Precinct 49,13,2044500089,09/22/2021,Open,Graffiti Reported,,1023426,253937,40.863441,-73.858287,10469, 324  ,2051804,Bronxdale,"(40.863441, -73.858287)"
114 LEXINGTON AVENUE,BROOKLYN,03 BROOKLYN,Precinct 79,35,3019700032,11/17/2021,Open,Graffiti Reported,,996031,189539,40.686910,-73.957521,11238, 229  ,3056424,Clinton Hill,"(40.68691, -73.957521)"
102B NASSAU AVENUE,BROOKLYN,01 BROOKLYN,Precinct 94,33,3026810102,12/03/2021,Open,Graffiti Reported,,998190,203097,40.724120,-73.949708,11222, 571  ,3066826,Greenpoint,"(40.72412, -73.949708)"
53 ORCHARD STREET,MANHATTAN,03 MANHATTAN,Precinct 7,01,1003080021,08/20/2021,Open,Graffiti Reported,,986740,200359,40.716616,-73.991018,10002,  16  ,1079022,Chinatown,"(40.716616, -73.991018)"
1341 SECOND AVENUE,MANHATTAN,08 MANHATTAN,Precinct 19,04,1014250025,11/10/2021,Open,Graffiti Reported,,995594,219040,40.767884,-73.959047,10021, 126  ,1043925,Lenox Hill-Roosevelt Island,"(40.767884, -73.959047)"
21-45 35 STREET,QUEENS,01 QUEENS,Precinct 114,22,4008240016,12/08/2021,Open,Graffiti Reported,,1009813,221949,40.775838,-73.907703,11105, 113  ,4016561,Steinway,"(40.775838, -73.907703)"
988 MANHATTAN AVENUE,BROOKLYN,01 BROOKLYN,Precinct 94,33,3025330065,07/21/2021,Open,Graffiti Reported,,996811,206255,40.732790,-73.954677,11222, 575  ,3064355,Greenpoint,"(40.73279, -73.954677)"
1425 WEST   10 STREET,BROOKLYN,11 BROOKLYN,Precinct 62,44,3065750044,12/10/2021,Open,Graffiti Reported,,988668,161844,40.610900,-73.984088,11204, 430  ,3173200,Bensonhurst East,"(40.6109, -73.984088)"
999 PRESIDENT STREET,BROOKLYN,09 BROOKLYN,Precinct 71,35,3011870060,09/23/2021,Open,Site downloaded for cleaning,,995688,182992,40.668940,-73.958769,11225, 213  ,3029698,Crown Heights South,"(40.66894, -73.958769)"
1145 STERLING PLACE,BROOKLYN,08 BROOKLYN,Precinct 77,36,3012440030,09/18/2021,Open,Graffiti Reported,,1000714,184115,40.672015,-73.940648,11213, 343  ,3031709,Crown Heights North,"(40.672015, -73.940648)"
81-15 QUEENS BOULEVARD,QUEENS,04 QUEENS,Precinct 110,25,4015407501,10/04/2021,Open,Graffiti Reported,,1016762,208095,40.737790,-73.882680,11373, 485  ,4535031,Elmhurst-Maspeth,"(40.73779, -73.88268)"
117 WEST   26 STREET,MANHATTAN,05 MANHATTAN,Precinct 13,03,1008020029,08/12/2021,Open,Site downloaded for cleaning,,986412,210751,40.745139,-73.992198,10001,  95  ,1015039,Midtown-Midtown South,"(40.745139, -73.992198)"
101-14 JAMAICA AVENUE,QUEENS,09 QUEENS,Precinct 102,32,4092860013,12/02/2021,Open,Graffiti Reported,,1026905,192539,40.695049,-73.846178,11418,  28  ,4194108,Richmond Hill,"(40.695049, -73.846178)"
80-05 ROOSEVELT AVENUE,QUEENS,03 QUEENS,Precinct 115,25,4012910045,10/20/2021,Open,Graffiti Reported,,1015942,211619,40.747465,-73.885623,11372, 283  ,4030000,Jackson Heights,"(40.747465, -73.885623)"
718 WEST  178 STREET,MANHATTAN,12 MANHATTAN,Precinct 33,10,1021760011,06/15/2021,Open,Graffiti Reported,,1001276,248425,40.848528,-73.938459,10033, 265  ,1064258,Washington Heights South,"(40.848528, -73.938459)"
129 EAST  157 STREET,BRONX,04 BRONX,Precinct 44,08,2024740001,07/30/2021,Open,Graffiti Reported,,1004781,239953,40.825268,-73.925817,10451,  63  ,2002901,West Concourse,"(40.825268, -73.925817)"
510 LEONARD STREET,BROOKLYN,01 BROOKLYN,Precinct 94,33,3026980016,10/11/2021,Open,Site downloaded for cleaning,,998378,202439,40.722314,-73.949031,11222, 499  ,3067530,Greenpoint,"(40.722314, -73.949031)"
511 58 STREET,BROOKLYN,07 BROOKLYN,Precinct 72,38,3008480001,08/19/2021,Open,Site downloaded for cleaning,,980230,172569,40.640338,-74.014485,11220, 102  ,3015716,Sunset Park East,"(40.640338, -74.014485)"
4006 5 AVENUE,BROOKLYN,07 BROOKLYN,Precinct 72,38,3007140041,12/09/2021,Open,Graffiti Reported,,982970,176309,40.650604,-74.004613,11232,  82  ,3010601,Sunset Park West,"(40.650604, -74.004613)"
615 60 STREET,BROOKLYN,07 BROOKLYN,Precinct 72,38,3008650081,11/22/2021,Open,Graffiti Reported,,980530,171654,40.637827,-74.013404,11220, 102  ,3016385,Sunset Park East,"(40.637827, -74.013404)"
21-76 29 STREET,QUEENS,01 QUEENS,Precinct 114,22,4008470062,01/01/2022,Open,Graffiti Reported,,1008803,222418,40.777351,-73.911077,11105, 113  ,4017776,Steinway,"(40.777351, -73.911077)"
481 49 STREET,BROOKLYN,07 BROOKLYN,Precinct 72,38,3007740046,08/12/2021,Open,Site downloaded for cleaning,,981380,174647,40.646042,-74.010342,11220,  78  ,3012607,Sunset Park West,"(40.646042, -74.010342)"
106 MACDOUGAL STREET,MANHATTAN,02 MANHATTAN,Precinct 6,01,1005400002,12/02/2021,Open,Graffiti Reported,,983988,205032,40.729442,-74.000945,10012,  65  ,1008690,West Village,"(40.729442, -74.000945)"
367 EAST   10 STREET,MANHATTAN,03 MANHATTAN,Precinct 9,02,1003930051,06/21/2021,Open,Site downloaded for cleaning,,990096,203946,40.726460,-73.978908,10009,  28  ,1004900,Lower East Side,"(40.72646, -73.978908)"
205 AVENUE U,BROOKLYN,11 BROOKLYN,Precinct 62,47,3071010051,12/23/2021,Open,Graffiti Reported,,990812,156650,40.596642,-73.976371,11223, 400  ,3191278,Bensonhurst East,"(40.596642, -73.976371)"
3 SCHOOL ROAD,STATEN ISLAND,01 STATEN ISLAND,Precinct 120,50,5030720096,06/15/2021,Open,Graffiti Reported,,967202,160402,40.606927,-74.061397,10305,   8  ,5045312,Stapleton-Rosebank,"(40.606927, -74.061397)"
118 ORCHARD STREET,MANHATTAN,03 MANHATTAN,Precinct 7,01,1004100034,12/02/2021,Open,Site downloaded for cleaning,,987187,201488,40.719267,-73.989632,10002,  18  ,1000000,Chinatown,"(40.719267, -73.989632)"
6924 16 AVENUE,BROOKLYN,11 BROOKLYN,Precinct 62,43,3061580068,09/21/2021,Open,Graffiti Reported,,984949,164991,40.619539,-73.997482,11204, 262  ,3336352,Bensonhurst West,"(40.619539, -73.997482)"
1043 RUTLAND ROAD,BROOKLYN,17 BROOKLYN,Precinct 67,41,3045980054,09/29/2021,Open,Graffiti Reported,,1005020,181013,40.663492,-73.925135,11212, 884  ,3099514,Rugby-Remsen Village,"(40.663492, -73.925135)"
44-11 11 STREET,QUEENS,02 QUEENS,Precinct 108,26,4004460026,12/20/2021,Open,Site to be cleaned.,,998305,212410,40.749682,-73.949274,11101,  19  ,4005225,Hunters Point-Sunnyside-West Maspeth,"(40.749682, -73.949274)"
112-34 39 AVENUE,QUEENS,03 QUEENS,Precinct 115,21,4017860015,09/09/2021,Open,Graffiti Reported,,1024525,213603,40.752876,-73.854635,11368, 399  ,4044992,Corona,"(40.752876, -73.854635)"
153-02 NORTHERN BOULEVARD,QUEENS,07 QUEENS,Precinct 109,20,4052660013,12/01/2021,Open,Graffiti Reported,,1036383,217982,40.764833,-73.811802,11354,1155  ,4119196,Murray Hill,"(40.764833, -73.811802)"
7301 18 AVENUE,BROOKLYN,11 BROOKLYN,Precinct 62,47,3062050009,06/03/2021,Closed,Cleaning crew dispatched.  Property cleaned.,09/14/2021,985673,163145,40.614472,-73.994875,11204, 266  ,3159088,Bensonhurst West,"(40.614472, -73.994875)"
471 WEST  159 STREET,MANHATTAN,12 MANHATTAN,Precinct 33,10,1021090017,09/03/2021,Open,Site downloaded for cleaning,,1000811,243026,40.833710,-73.940154,10032, 24301,1062535,Washington Heights South,"(40.83371, -73.940154)"
5225 CHURCH AVENUE,BROOKLYN,17 BROOKLYN,Precinct 67,41,3046780030,09/30/2021,Open,Graffiti Reported,,1004182,176910,40.652232,-73.928168,11203, 868  ,3102216,Rugby-Remsen Village,"(40.652232, -73.928168)"
7501 18 AVENUE,BROOKLYN,11 BROOKLYN,Precinct 62,47,3062270006,12/08/2021,Open,Graffiti Reported,,985342,162715,40.613292,-73.996067,11214, 274  ,3160271,Bensonhurst West,"(40.613292, -73.996067)"
48 JEFFERSON AVENUE,BROOKLYN,03 BROOKLYN,Precinct 79,36,3019980001,09/23/2021,Open,Site downloaded for cleaning,,996620,187990,40.682658,-73.955400,11216, 227  ,3057406,Clinton Hill,"(40.682658, -73.9554)"
719 CLINTON STREET,BROOKLYN,06 BROOKLYN,Precinct 76,38,3006210001,10/18/2021,Open,Graffiti Reported,,983162,183529,40.670422,-74.003922,11231,  53  ,3008879,Carroll Gardens-Columbia Street-Red Hook,"(40.670422, -74.003922)"
26-10 BQE,QUEENS,01 QUEENS,Precinct 114,22,4010190046,09/14/2021,Open,Site downloaded for cleaning,,1011312,216979,40.762193,-73.902311,11377, 297  ,4022556,Woodside,"(40.762193, -73.902311)"
1034 LAFAYETTE AVENUE,BROOKLYN,03 BROOKLYN,Precinct 81,36,3016120008,11/16/2021,Open,Site downloaded for cleaning,,1003581,191504,40.692290,-73.930292,11221, 387  ,3043641,Stuyvesant Heights,"(40.69229, -73.930292)"
6324 BAY PARKWAY,BROOKLYN,11 BROOKLYN,Precinct 62,47,3055430047,11/03/2021,Open,Site downloaded for cleaning,,989687,163277,40.614833,-73.980417,11204, 254  ,3133327,Bensonhurst West,"(40.614833, -73.980417)"
210 EAST    2 STREET,MANHATTAN,03 MANHATTAN,Precinct 9,02,1003850001,01/03/2022,Open,Site to be cleaned.,,988957,202266,40.721849,-73.983019,10009,  2202,1004587,Lower East Side,"(40.721849, -73.983019)"
55-20 103 STREET,QUEENS,04 QUEENS,Precinct 110,21,4019410023,10/18/2021,Open,Graffiti Reported,,1024000,209066,40.740425,-73.856556,11368, 44301,4047694,Corona,"(40.740425, -73.856556)"
5615 4 AVENUE,BROOKLYN,07 BROOKLYN,Precinct 72,38,3008390004,08/18/2021,Open,Graffiti Reported,,979752,173526,40.642965,-74.016208,11220,  74  ,3015310,Sunset Park West,"(40.642965, -74.016208)"
71 OAK STREET,BROOKLYN,01 BROOKLYN,Precinct 94,33,3025680001,07/16/2021,Open,Site downloaded for cleaning,,995862,204395,40.727686,-73.958104,11222, 561  ,3330201,Greenpoint,"(40.727686, -73.958104)"
395 LIVONIA AVENUE,BROOKLYN,16 BROOKLYN,Precinct 73,41,3037940001,05/07/2021,Open,Public Property (Non-City),,1011224,181010,40.663467,-73.902773,11212, 910  ,3328132,Brownsville,"(40.663467, -73.902773)"
91-14 59 AVENUE,QUEENS,04 QUEENS,Precinct 110,25,4018610001,06/08/2021,Open,Graffiti Reported,,1020380,206717,40.733942,-73.869809,11373, 683  ,4559040,Elmhurst,"(40.733942, -73.869809)"
3722 WHITE PLAINS ROAD,BRONX,12 BRONX,Precinct 47,12,2046640058,12/16/2021,Open,Site to be cleaned.,,1021951,260648,40.882012,-73.863661,10467, 390  ,2057960,Williamsbridge-Olinville,"(40.882012, -73.863661)"
7819 NEW UTRECTH AVENUE,BROOKLYN,11 BROOKLYN,Precinct 62,43,3062590074,12/15/2021,Open,Site to be cleaned.,,984062,162673,40.613176,-74.000677,11214, 264  ,3162117,Bensonhurst West,"(40.613176, -74.000677)"
1502 WEST    1 STREET,BROOKLYN,11 BROOKLYN,Precinct 62,44,3066057502,06/11/2021,Open,Graffiti Reported,,991124,161471,40.609875,-73.975243,11204, 434  ,3174624,Bensonhurst East,"(40.609875, -73.975243)"
3616 14 AVENUE,BROOKLYN,12 BROOKLYN,Precinct 66,39,3053490098,11/08/2021,Open,Graffiti Reported,,989107,172750,40.640834,-73.982499,11218, 226  ,3125058,Borough Park,"(40.640834, -73.982499)"
849 MANIDA STREET,BRONX,02 BRONX,Precinct 41,17,2027400087,10/03/2021,Open,Site downloaded for cleaning,,1014774,237186,40.817644,-73.889722,10474,  93  ,2005990,Hunts Point,"(40.817644, -73.889722)"
2165 JEROME AVENUE,BRONX,05 BRONX,Precinct 46,14,2031950090,12/28/2021,Open,Graffiti Reported,,1010437,251185,40.856081,-73.905336,10453, 251  ,2014200,University Heights-Morris Heights,"(40.856081, -73.905336)"
757 EAST TREMONT AVENUE,BRONX,06 BRONX,Precinct 48,17,2030930048,12/13/2021,Open,Graffiti Reported,,1014899,246965,40.844484,-73.889226,10457, 371  ,2097285,East Tremont,"(40.844484, -73.889226)"
387 TROY AVENUE,BROOKLYN,09 BROOKLYN,Precinct 71,35,3014180007,09/23/2021,Open,Site downloaded for cleaning,,1001724,181601,40.665203,-73.937007,11213, 355  ,3038219,Crown Heights South,"(40.665203, -73.937007)"
33-17 FARRINGTON STREET,QUEENS,07 QUEENS,Precinct 109,20,4049500031,09/24/2021,Open,Site downloaded for cleaning,,1030634,218534,40.766380,-73.832551,11354, 869  ,4112014,Flushing,"(40.76638, -73.832551)"
175 arsdley st,Unspecified,0 Unspecified,Unspecified,,,12/06/2021,Open,Property Research Required,,,,,,,,,,
374 4 AVENUE,BROOKLYN,06 BROOKLYN,Precinct 78,39,3009800077,08/09/2021,Open,Graffiti Reported,,987973,184447,40.672941,-73.986579,11215, 119  ,3021051,Park Slope-Gowanus,"(40.672941, -73.986579)"
91-11 LIBERTY AVENUE,QUEENS,10 QUEENS,Precinct 106,32,4091110025,07/06/2021,Open,Site downloaded for cleaning,,1026514,187088,40.680089,-73.847622,11417,  54  ,4189504,Ozone Park,"(40.680089, -73.847622)"
25-98 STEINWAY STREET,QUEENS,01 QUEENS,Precinct 114,22,4006540105,08/25/2021,Open,Site downloaded for cleaning,,1008609,218915,40.767514,-73.912061,11103, 143  ,4010305,Astoria,"(40.767514, -73.912061)"
146 NASSAU AVENUE,BROOKLYN,01 BROOKLYN,Precinct 94,33,3026830005,06/28/2021,Open,Graffiti Reported,,998796,203361,40.724844,-73.947521,11222, 571  ,3066882,Greenpoint,"(40.724844, -73.947521)"
423 ETNA STREET,BROOKLYN,05 BROOKLYN,Precinct 75,37,3041120005,11/17/2021,Open,Site downloaded for cleaning,,1020797,190031,40.688193,-73.868229,11208,118202,3091336,Cypress Hills-City Line,"(40.688193, -73.868229)"
4401 2 AVENUE,BROOKLYN,07 BROOKLYN,Precinct 72,38,3007360001,08/10/2021,Open,Graffiti Reported,,980501,176951,40.652366,-74.013511,11232,   2  ,3337169,Sunset Park West,"(40.652366, -74.013511)"
151-29 34 AVENUE,QUEENS,07 QUEENS,Precinct 109,20,4052360127,09/24/2021,Open,Graffiti Reported,,1036112,218872,40.767278,-73.812773,11354,1155  ,4118306,Murray Hill,"(40.767278, -73.812773)"
338 9 STREET,BROOKLYN,06 BROOKLYN,Precinct 78,39,3010110020,04/16/2021,Closed,Cleaning crew dispatched.  Property cleaned.,09/07/2021,988326,182895,40.668681,-73.985307,11215, 139  ,3022277,Park Slope-Gowanus,"(40.668681, -73.985307)"
42 THOMAS BOYLAND STREET,BROOKLYN,16 BROOKLYN,Precinct 73,41,3015020040,08/09/2021,Open,Site downloaded for cleaning,,1007917,188425,40.683829,-73.914667,11233, 373  ,3040422,Ocean Hill,"(40.683829, -73.914667)"
34-04 34 AVENUE,QUEENS,01 QUEENS,Precinct 114,26,4006420028,09/29/2021,Open,Site downloaded for cleaning,,1005106,215619,40.758477,-73.924718,11106,  57  ,4009628,Astoria,"(40.758477, -73.924718)"
1681 BRONXDALE AVENUE,BRONX,11 BRONX,Precinct 49,13,2040420025,08/19/2021,Open,Site downloaded for cleaning,,1023137,247648,40.844955,-73.858420,10462, 238  ,2043252,Van Nest-Morris Park-Westchester Square,"(40.844955, -73.85842)"
35-20 DITMARS BOULEVARD,QUEENS,01 QUEENS,Precinct 114,22,4008220036,09/17/2021,Open,Graffiti Reported,,1009537,221537,40.774708,-73.908701,11105, 117  ,4016433,Steinway,"(40.774708, -73.908701)"
27-01 24 AVENUE,QUEENS,01 QUEENS,Precinct 114,22,4008530001,09/17/2021,Open,Site downloaded for cleaning,,1007058,221238,40.773894,-73.917653,11102,  97  ,4018009,Steinway,"(40.773894, -73.917653)"
